Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",18.891,/afclGGoQslTYFTnyW1LRMtJMiBp.jpg,2003-12-24,Cheaper by the Dozen,FALSE,6.3,2552
en,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,23.741,/v1Sg3GuHDz9uhrKqYozOeCMLSpj.jpg,2002-12-10,Chicago,FALSE,7.1,2320
en,Homebound,A young woman arrives at the home of her new husband's estranged family to find the children behaving in increasingly unnerving ways.,19.159,/8ceAveKWI7PoYGGOFz2WW7xjtYF.jpg,2022-04-01,Homebound,FALSE,4.3,21
en,The Old Guard,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,22.004,/cjr4NWURcVN3gW5FlHeabgBHLrY.jpg,2020-07-10,The Old Guard,FALSE,7.2,3737
en,Gifted Hands: The Ben Carson Story,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,26.488,/4NxxtiqezjUmUxoDTOjO5FeJvFt.jpg,2009-02-07,Gifted Hands: The Ben Carson Story,FALSE,7.8,550
en,Frozen Fever,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",24.19,/mPrDJ7puYzPLG5kPM96iNszF2sM.jpg,2015-03-09,Frozen Fever,FALSE,6.8,1716
fr,Mon Crime,"In 1930s Paris, Madeleine, a pretty, young, penniless and talentless actress, is accused of murdering a famous producer. Helped by her best friend Pauline, a young unemployed lawyer, she is acquitted on the grounds of self-defense. A new life of fame and success begins, until the truth comes out.",30.408,/hcvhE2JWsidOxHL7yXk3MXs4vyt.jpg,2023-03-08,The Crime Is Mine,FALSE,6.6,147
en,Scooby-Doo! The Mystery Begins,"Unjustly accused of staging a spooky practical joke complete with ghosts, Daphne, Velma, Fred and Shaggy are suspended from Coolsville High. To clear their names, they team up to solve the supernatural mystery…and head straight into nonstop laughs and adventure.",23.986,/fUbx2NFwRTmRMtwcTbzEd804WQj.jpg,2009-09-12,Scooby-Doo! The Mystery Begins,FALSE,6.4,609
en,"sex, lies, and videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,23.734,/cVjx7si5DsRRdU2qUp90qSUUiRm.jpg,1989-08-04,"sex, lies, and videotape",FALSE,7,767
en,Gattaca,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",29.635,/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,1997-09-07,Gattaca,FALSE,7.6,5651
en,Encounter,"A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind.",23.266,/bYGGaeIeBaP5KtMElLFXxLLfXhB.jpg,2021-12-03,Encounter,FALSE,6.4,385
en,Fighting with My Family,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",17.744,/cVhe15rJLRjolunSWLBN6xQLyGU.jpg,2019-02-14,Fighting with My Family,FALSE,6.9,1522
en,The Nut Job 2: Nutty by Nature,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",24.741,/xOfdQHNF9TlrdujyAjiKfUhxSXy.jpg,2017-08-11,The Nut Job 2: Nutty by Nature,FALSE,6,357
no,Three Wishes For Cinderella,"Norwegian remake of the 1973 Czech film ""Three Wishes for Cinderella"" by Václav Vorlícek. Since her father's death, Cinderella lives with her cruel stepmother and spoiled stepsister, who treat her like a servant in her own house. During one of her daily escapes to the forest, Cinderella prevents a couple of men from hunting, amongst them the handsome Prince of the kingdom. Cinderella and the Prince immediately feel attracted to each other, but he is expected to find a suitable bride at the next royal ball, which Cinderella is not allowed to attend. Equipped with a great deal of courage and empowered by her three magical acorns, she decides to stand up for herself and determine her own fate. Will she be able to break free from her stepmother's tyranny and find true love?",20.012,/4kqH4d9FBQv5Sel39Ns7TMd13RT.jpg,2021-11-12,Three Wishes for Cinderella,FALSE,7,118
ja,神さまの言うとおり,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. Suddenly, he and his classmates are forced to play deadly children's games and facing terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat.",17.985,/s1AClIF80ozU3ztbmrOG4pDbkaz.jpg,2014-11-15,As the Gods Will,FALSE,7.2,418
en,Knocked Up,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.",22.232,/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,2007-06-01,Knocked Up,FALSE,6.3,3588
en,The Girl on the Train,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",24.884,/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,2016-10-05,The Girl on the Train,FALSE,6.4,5352
fr,Dans la brume,"When a deadly mist engulfs Paris, people find refuge in the upper floors of the buildings. With no information, no electricity and hardly any supplies, Mathieu, Anna and their daughter Sarah try to survive the disaster.",29.237,/hjePJQDv7GitTrEU67TANuhbytv.jpg,2018-04-04,Just a Breath Away,FALSE,6.3,709
en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,21.983,/eyjcLLwxuRXACbglIbwWwaXK9DN.jpg,2016-05-04,Neighbors 2: Sorority Rising,FALSE,5.8,4105
en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",24.709,/prbZxJxGcy07y60eq8lCGMciTYz.jpg,2021-12-09,The Hating Game,FALSE,7.4,819
en,Easy A,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",27.228,/pYeY5lBudgWAunG4qlsWCA3PlxM.jpg,2010-09-16,Easy A,FALSE,6.8,6384
en,The Man with the Iron Heart,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich, head of the SS, the Gestapo and the architect of the Final Solution.",26.232,/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg,2017-05-25,The Man with the Iron Heart,FALSE,6.6,692
it,Suspiria,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,20.723,/5ya8jTbNZTrCFUx9OwpNBjCivXY.jpg,1977-02-01,Suspiria,FALSE,7.5,2573
en,Grand Isle,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",18.486,/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg,2019-12-06,Grand Isle,FALSE,5.6,261
en,What is Art,"An anthological absurdist sketch comedy voyage that takes viewers on a trip through space, time, and really cool houses - all in search of the answer to the ultimate question: What is art?",30.687,/jVRE8dgMtihNqI4pMHi49WOnS9e.jpg,2023-06-27,What is Art,FALSE,10,2
en,Gamer,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",20.973,/rfQtqLHeisaQ4HlYtNremtUl9oP.jpg,2009-09-03,Gamer,FALSE,5.7,2138
en,I Still Know What You Did Last Summer,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",21.472,/motBJIO921LFZkoGKCSbmSCVHBc.jpg,1998-11-13,I Still Know What You Did Last Summer,FALSE,5.3,1308
en,Day of the Woman,"After a young writer is brutally gang-raped and left for dead by four men, she systematically hunts them down one by one to exact a terrible vengeance.",26.971,/nMCkOo26GtISoxJmpkTAJyMqBO8.jpg,1978-11-02,Day of the Woman,FALSE,5.9,500
en,Instant Family,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",23.43,/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,2018-11-16,Instant Family,FALSE,7.5,2606
en,Believe Me: The Abduction of Lisa McVey,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",19.993,/qbJEzCzEKDHPZDiRvSSBiYEKaAH.jpg,2021-06-01,Believe Me: The Abduction of Lisa McVey,FALSE,8.1,489
en,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,21.721,/pCVpsCEYtvtlg1I9h3rtglKgThu.jpg,2008-12-18,Seven Pounds,FALSE,7.6,6259
en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",24.718,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,1996-03-06,Primal Fear,FALSE,7.7,2949
sv,Låt den rätte komma in,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building.",24.22,/4hezTKTuZMp0l2ufihKwPgLmfLg.jpg,2008-10-24,Let the Right One In,FALSE,7.5,2612
en,Mars Attacks!,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",37.005,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,1996-12-12,Mars Attacks!,FALSE,6.4,4919
en,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",20.715,/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg,1991-08-02,Return to the Blue Lagoon,FALSE,6.3,1044
en,Inheritance,"The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.",26.229,/l13mt3oHErSkkqJbN1bjzgtK0Vq.jpg,2020-04-30,Inheritance,FALSE,6.3,491
